StateAbbreviation,GeographyName,Geography,Agency,BMPShortName,BMP,BMPType,Unit,Sector,FromLoadSource,ToLoadSource,AmountSubmitted,AmountBackedOut,AmountNotBackedOut,AmountCredited,Excess,TotalAmountCredited,Cost
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavsvudcd,"Permeable Pavement w/ Sand, Veg. - C/D soils, underdrain",Efficiency,Acres Treated,Developed,MS4 Buildings and Other,MS4 Buildings and Other,0.125428668,0,0.125428668,0.125428668,0,0.125428668,3722.799374
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavsvudcd,"Permeable Pavement w/ Sand, Veg. - C/D soils, underdrain",Efficiency,Acres Treated,Developed,MS4 Tree Canopy over Impervious,MS4 Tree Canopy over Impervious,0.048630653,0,0.048630653,0.048630653,0,0.048630653,1443.387436
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavsvudcd,"Permeable Pavement w/ Sand, Veg. - C/D soils, underdrain",Efficiency,Acres Treated,Developed,MS4 Tree Canopy over Turf Grass,MS4 Tree Canopy over Turf Grass,0.104963244,0,0.104963244,0.104963244,0,0.104963244,3115.373108
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavsvudcd,"Permeable Pavement w/ Sand, Veg. - C/D soils, underdrain",Efficiency,Acres Treated,Developed,MS4 Turf Grass,MS4 Turf Grass,0.113585091,0,0.113585091,0.113585091,0,0.113585091,3371.274794
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavsvudcd,"Permeable Pavement w/ Sand, Veg. - C/D soils, underdrain",Efficiency,Acres Treated,Developed,CSS Roads,CSS Roads,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavsvudcd,"Permeable Pavement w/ Sand, Veg. - C/D soils, underdrain",Efficiency,Acres Treated,Developed,CSS Buildings and Other,CSS Buildings and Other,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavsvudcd,"Permeable Pavement w/ Sand, Veg. - C/D soils, underdrain",Efficiency,Acres Treated,Developed,CSS Tree Canopy over Impervious,CSS Tree Canopy over Impervious,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavsvudcd,"Permeable Pavement w/ Sand, Veg. - C/D soils, underdrain",Efficiency,Acres Treated,Developed,CSS Tree Canopy over Turf Grass,CSS Tree Canopy over Turf Grass,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavsvudcd,"Permeable Pavement w/ Sand, Veg. - C/D soils, underdrain",Efficiency,Acres Treated,Developed,CSS Turf Grass,CSS Turf Grass,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,bioretnoudab,"Bioretention/raingardens - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Roads,Non-Regulated Roads,0.055909792,0,0.055909792,0.055909792,0,0.055909792,171.6984135
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,bioretnoudab,"Bioretention/raingardens - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Buildings and Other,Non-Regulated Buildings and Other,0.090503883,0,0.090503883,0.090503883,0,0.090503883,277.9365185
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,bioretnoudab,"Bioretention/raingardens - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Tree Canopy over Impervious,Non-Regulated Tree Canopy over Impervious,0.030660126,0,0.030660126,0.030660126,0,0.030660126,94.15693894
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,bioretnoudab,"Bioretention/raingardens - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Tree Canopy over Turf Grass,Non-Regulated Tree Canopy over Turf Grass,0.110140856,0,0.110140856,0.110140856,0,0.110140856,338.2414672
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,bioretnoudab,"Bioretention/raingardens - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Turf Grass,Non-Regulated Turf Grass,0.151784892,0,0.151784892,0.151784892,0,0.151784892,466.1298855
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,bioretnoudab,"Bioretention/raingardens - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,MS4 Roads,MS4 Roads,0.392970152,0,0.392970152,0.392970152,0,0.392970152,1206.807408
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,bioretnoudab,"Bioretention/raingardens - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,MS4 Buildings and Other,MS4 Buildings and Other,0.655612413,0,0.655612413,0.655612413,0,0.655612413,2013.379164
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,bioretnoudab,"Bioretention/raingardens - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,MS4 Tree Canopy over Impervious,MS4 Tree Canopy over Impervious,0.282628495,0,0.282628495,0.282628495,0,0.282628495,867.9492826
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,bioretnoudab,"Bioretention/raingardens - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,MS4 Tree Canopy over Turf Grass,MS4 Tree Canopy over Turf Grass,0.600441847,0,0.600441847,0.600441847,0,0.600441847,1843.950908
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,bioretnoudab,"Bioretention/raingardens - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,MS4 Turf Grass,MS4 Turf Grass,0.619347535,0,0.619347535,0.619347535,0,0.619347535,1902.010087
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,bioretnoudab,"Bioretention/raingardens - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,CSS Roads,CSS Roads,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,bioretnoudab,"Bioretention/raingardens - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,CSS Buildings and Other,CSS Buildings and Other,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,bioretnoudab,"Bioretention/raingardens - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,CSS Tree Canopy over Impervious,CSS Tree Canopy over Impervious,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,bioretnoudab,"Bioretention/raingardens - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,CSS Tree Canopy over Turf Grass,CSS Tree Canopy over Turf Grass,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,bioretnoudab,"Bioretention/raingardens - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,CSS Turf Grass,CSS Turf Grass,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,septicseccon,Septic Secondary Treatment - Conventional,Efficiency,Number of Systems,Septic,Septic,Septic,1,0,1,1,0,1,2454.32
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,eands1,Erosion and Sediment Control Level 1,Efficiency,Acres,Developed,Regulated Construction,Regulated Construction,249.7400102,0,249.7400102,249.7400102,0,249.7400102,377412.0982
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,eands1,Erosion and Sediment Control Level 1,Efficiency,Acres,Developed,CSS Construction,CSS Construction,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,wetlandrestorefloodplain,Wetland Restoration - Floodplain,Landuse Change,Acres,Agriculture,Ag Open Space,Non-tidal Floodplain Wetland,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,wetlandrestorefloodplain,Wetland Restoration - Floodplain,Landuse Change,Acres,Agriculture,Full Season Soybeans,Non-tidal Floodplain Wetland,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,wetlandrestorefloodplain,Wetland Restoration - Floodplain,Landuse Change,Acres,Agriculture,Grain with Manure,Non-tidal Floodplain Wetland,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,wetlandrestorefloodplain,Wetland Restoration - Floodplain,Landuse Change,Acres,Agriculture,Grain without Manure,Non-tidal Floodplain Wetland,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,wetlandrestorefloodplain,Wetland Restoration - Floodplain,Landuse Change,Acres,Agriculture,Leguminous Hay,Non-tidal Floodplain Wetland,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,wetlandrestorefloodplain,Wetland Restoration - Floodplain,Landuse Change,Acres,Agriculture,Silage with Manure,Non-tidal Floodplain Wetland,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,wetlandrestorefloodplain,Wetland Restoration - Floodplain,Landuse Change,Acres,Agriculture,Silage without Manure,Non-tidal Floodplain Wetland,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,wetlandrestorefloodplain,Wetland Restoration - Floodplain,Landuse Change,Acres,Agriculture,Small Grains and Grains,Non-tidal Floodplain Wetland,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,wetlandrestorefloodplain,Wetland Restoration - Floodplain,Landuse Change,Acres,Agriculture,Double Cropped Land,Non-tidal Floodplain Wetland,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,wetlandrestorefloodplain,Wetland Restoration - Floodplain,Landuse Change,Acres,Agriculture,Specialty Crop High,Non-tidal Floodplain Wetland,0.001382654,0.001378975,3.67915E-06,3.67915E-06,0,0.001382654,0.250799693
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,wetlandrestorefloodplain,Wetland Restoration - Floodplain,Landuse Change,Acres,Agriculture,Specialty Crop Low,Non-tidal Floodplain Wetland,0.000724708,0.00072,4.70824E-06,4.70824E-06,0,0.000724708,0.131454828
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,wetlandrestorefloodplain,Wetland Restoration - Floodplain,Landuse Change,Acres,Agriculture,Other Agronomic Crops,Non-tidal Floodplain Wetland,0.014163756,0.014163756,0,0,0,0.014163756,2.569163688
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,wetlandrestorefloodplain,Wetland Restoration - Floodplain,Landuse Change,Acres,Agriculture,Other Hay,Non-tidal Floodplain Wetland,0.012140663,0.01213669,3.97248E-06,3.97248E-06,0,0.012140663,2.202194811
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,wetlandrestorefloodplain,Wetland Restoration - Floodplain,Landuse Change,Acres,Agriculture,Pasture,Non-tidal Floodplain Wetland,0.005751332,0.005746531,4.80076E-06,4.80076E-06,0,0.005751332,1.043234054
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,grassbufferseffn,Grass Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Ag Open Space,Ag Open Space,4.17052E-08,0,4.17052E-08,4.17052E-08,0,4.17052E-08,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,grassbufferseffn,Grass Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Full Season Soybeans,Full Season Soybeans,0,0,0,0,0,0,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,grassbufferseffn,Grass Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Grain with Manure,Grain with Manure,0,0,0,0,0,0,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,grassbufferseffn,Grass Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Grain without Manure,Grain without Manure,0,0,0,0,0,0,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,grassbufferseffn,Grass Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Leguminous Hay,Leguminous Hay,0,0,0,0,0,0,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,grassbufferseffn,Grass Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Silage with Manure,Silage with Manure,0,0,0,0,0,0,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,grassbufferseffn,Grass Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Silage without Manure,Silage without Manure,0,0,0,0,0,0,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,grassbufferseffn,Grass Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Small Grains and Grains,Small Grains and Grains,0,0,0,0,0,0,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,grassbufferseffn,Grass Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Double Cropped Land,Double Cropped Land,0,0,0,0,0,0,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,grassbufferseffn,Grass Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Specialty Crop High,Specialty Crop High,0.037246542,0,0.037246542,0.037246542,0,0.037246542,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,grassbufferseffn,Grass Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Specialty Crop Low,Specialty Crop Low,0.019522476,0,0.019522476,0.019522476,0,0.019522476,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,grassbufferseffn,Grass Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Other Agronomic Crops,Other Agronomic Crops,0.381549645,0,0.381549645,0.381549645,0,0.381549645,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,grassbufferseffn,Grass Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Other Hay,Other Hay,0.326981618,0,0.326981618,0.326981618,0,0.326981618,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,grassbufferseffn,Grass Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Pasture,Pasture,0.15489926,0,0.15489926,0.15489926,0,0.15489926,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,forestbufferseffn,Forest Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Ag Open Space,Ag Open Space,4.77055E-08,0,4.77055E-08,4.77055E-08,0,4.77055E-08,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,forestbufferseffn,Forest Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Full Season Soybeans,Full Season Soybeans,0,0,0,0,0,0,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,forestbufferseffn,Forest Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Grain with Manure,Grain with Manure,0,0,0,0,0,0,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,forestbufferseffn,Forest Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Grain without Manure,Grain without Manure,0,0,0,0,0,0,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,forestbufferseffn,Forest Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Leguminous Hay,Leguminous Hay,0,0,0,0,0,0,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,forestbufferseffn,Forest Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Silage with Manure,Silage with Manure,0,0,0,0,0,0,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,forestbufferseffn,Forest Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Silage without Manure,Silage without Manure,0,0,0,0,0,0,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,forestbufferseffn,Forest Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Small Grains and Grains,Small Grains and Grains,0,0,0,0,0,0,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,forestbufferseffn,Forest Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Double Cropped Land,Double Cropped Land,0,0,0,0,0,0,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,forestbufferseffn,Forest Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Specialty Crop High,Specialty Crop High,0.042605264,0,0.042605264,0.042605264,0,0.042605264,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,forestbufferseffn,Forest Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Specialty Crop Low,Specialty Crop Low,0.022331206,0,0.022331206,0.022331206,0,0.022331206,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,forestbufferseffn,Forest Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Other Agronomic Crops,Other Agronomic Crops,0.436443821,0,0.436443821,0.436443821,0,0.436443821,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,forestbufferseffn,Forest Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Other Hay,Other Hay,0.37402504,0,0.37402504,0.37402504,0,0.37402504,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,forestbufferseffn,Forest Buffer Nitrogen Upland Acres,Efficiency,Upland Acres,Agriculture,Pasture,Pasture,0.177184868,0,0.177184868,0.177184868,0,0.177184868,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,forestbufferseffps,Forest Buffer Phosphorus and Sediment Upland Acres,Efficiency,Upland Acres,Agriculture,Ag Open Space,Ag Open Space,2.38528E-08,0,2.38528E-08,2.38528E-08,0,2.38528E-08,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,forestbufferseffps,Forest Buffer Phosphorus and Sediment Upland Acres,Efficiency,Upland Acres,Agriculture,Full Season Soybeans,Full Season Soybeans,0,0,0,0,0,0,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,forestbufferseffps,Forest Buffer Phosphorus and Sediment Upland Acres,Efficiency,Upland Acres,Agriculture,Grain with Manure,Grain with Manure,0,0,0,0,0,0,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,forestbufferseffps,Forest Buffer Phosphorus and Sediment Upland Acres,Efficiency,Upland Acres,Agriculture,Grain without Manure,Grain without Manure,0,0,0,0,0,0,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,forestbufferseffps,Forest Buffer Phosphorus and Sediment Upland Acres,Efficiency,Upland Acres,Agriculture,Leguminous Hay,Leguminous Hay,0,0,0,0,0,0,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,forestbufferseffps,Forest Buffer Phosphorus and Sediment Upland Acres,Efficiency,Upland Acres,Agriculture,Silage with Manure,Silage with Manure,0,0,0,0,0,0,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,forestbufferseffps,Forest Buffer Phosphorus and Sediment Upland Acres,Efficiency,Upland Acres,Agriculture,Silage without Manure,Silage without Manure,0,0,0,0,0,0,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,forestbufferseffps,Forest Buffer Phosphorus and Sediment Upland Acres,Efficiency,Upland Acres,Agriculture,Small Grains and Grains,Small Grains and Grains,0,0,0,0,0,0,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,forestbufferseffps,Forest Buffer Phosphorus and Sediment Upland Acres,Efficiency,Upland Acres,Agriculture,Double Cropped Land,Double Cropped Land,0,0,0,0,0,0,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,forestbufferseffps,Forest Buffer Phosphorus and Sediment Upland Acres,Efficiency,Upland Acres,Agriculture,Specialty Crop High,Specialty Crop High,0.021302632,0,0.021302632,0.021302632,0,0.021302632,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,forestbufferseffps,Forest Buffer Phosphorus and Sediment Upland Acres,Efficiency,Upland Acres,Agriculture,Specialty Crop Low,Specialty Crop Low,0.011165603,0,0.011165603,0.011165603,0,0.011165603,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,forestbufferseffps,Forest Buffer Phosphorus and Sediment Upland Acres,Efficiency,Upland Acres,Agriculture,Other Agronomic Crops,Other Agronomic Crops,0.21822191,0,0.21822191,0.21822191,0,0.21822191,
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,forestbufferseffps,Forest Buffer Phosphorus and Sediment Upland Acres,Efficiency,Upland Acres,Agriculture,Other Hay,Other Hay,0.18701252,0,0.18701252,0.18701252,0,0.18701252,
